feature_idx,stratum,pearson_r,n_predicted,holdout_coverage,firing_rate,max_f1_dom,best_concept,n_significant_concepts,unexplained_mass_fraction,unexplained_enrichment,causal_concept,causal_selectivity,causal_selectivity_z,causal_mean_delta_ce,summary
2154,unexplained,0.8606942730247827,13,1.0,0.000976764240133048,0.006417091004550457,mz_low,50,0.9970193574454402,1.6218991417821684,,,,,The feature activates on dense spectral contexts where a peak around m/z 233.165 labeled as noise is surrounded by numerous nearby peaks within a small m/z range.
2172,unexplained,0.7146993920816096,16,1.0,0.00018563483268532985,0.0012109203962609172,mz_low,49,0.9995809266939802,1.6260661691671408,,,,,"The feature activates on noise peaks with m/z ~142.122, especially when nearby y-ions around m/z 129.10 are present at high intensity."
2298,unexplained,0.9266623580222493,16,1.0,0.0005676594967416132,0.006487083155661821,top_decile_intensity,50,0.9991341033614131,1.625339300251099,,,,,"The feature activates on intense ""noise"" peaks at m/z ~143.118, commonly within simpler spectra and in proximity to immonium ions."
2310,concept,0.02068369632343575,16,1.0,0.0050126886022716305,0.2922423779964447,is_first_ion,50,0.2193175344313052,0.3567743376450749,,,,,"The feature activates on noise peaks around 130.086 m/z, often accompanied by immonium ions in nearby peaks, with moderate to high relative intensity."
2334,concept,0.5868591998954749,14,1.0,0.015500752961013352,0.38430190086364746,is_first_ion,50,0.17373557546901275,0.2826239818173669,,,,,"The feature activates on peaks with m/z values between 120-150, influenced by immonium ion presence and dense nearby peak patterns."
2485,concept,0.3591572428070837,16,1.0,0.22562491023612927,0.42729637026786804,mz_mid,50,0.6336030620819643,1.030712448005331,,,,,"The feature activates on peaks around m/z 463, often labeled as y-ions or noise, in contexts with other close low-intensity peaks."
2728,unexplained,0.5591954708963203,13,1.0,0.0003043101694215981,0.0018427898176014423,mz_low,50,0.9986483917294783,1.6245491698758905,,,,,"The feature activates on noise peaks with m/z ~299.06 and ~281.05, high relative intensity, and specific nearby peak contexts."
2732,unexplained,0.9273830108050829,11,1.0,0.00033087175708457764,0.002176564419642091,mz_low,49,0.9980667063166081,1.6236029143544946,,,,,"The feature activates on peaks around m/z 173.128 labeled as ""noise"", possibly due to a particular spectral context."
2746,concept,0.6390923471521796,16,1.0,0.006808610428245234,0.3533686101436615,is_I_ion,50,0.0008398677561868155,0.0013662531051153177,,,,,The feature activates on high-intensity immonium ions (m/z ~136.075) near by y-ion peaks m/z 129.10.
3011,unexplained,0.2451553919864375,11,1.0,0.0005758368511141535,0.0037820953875780106,mz_low,50,0.9978701838582441,1.6232832218588762,,,,,The feature activates on noise peaks near m/z 133.043 located between intense y and immonium ions.
3539,unexplained,0.9005565101667238,16,1.0,0.0012117742940569226,0.007946631871163845,mz_low,50,0.999409630638255,1.6257875136689333,,,,,The feature activates on noise peaks around 157.133 m/z with high relative intensity and specific nearby peak patterns.
3629,concept,0.6907626029890466,16,1.0,0.0064064238451653505,0.3372476100921631,is_I_ion,50,0.0015077318011047745,0.0024526995348566594,,,,,The feature activates on peaks at m/z approximately 120.08 associated with the immonium ion series.
3792,unexplained,0.7284871719079218,12,1.0,0.0008203427096626627,0.006834692787379026,spectrum_contains_cam_cys,50,0.9988441679356113,1.6248676484072622,,,,,"The feature activates on peaks around m/z 133.043 labeled as ""noise"" and situated in a specific spectral context, especially close to recognized fragment ions."
4754,unexplained,0.5446704153850253,12,1.0,0.00037941739164764726,0.002491462044417858,mz_low,49,0.9977482040858329,1.6230847915207778,,,,,"The feature activates on specific m/z values at 185.16 and 199.18 with ""noise"" matched peaks in a particular spectral context."
4767,unexplained,0.80685476360095,12,1.0,0.0009951188453279345,0.006534410174936056,mz_low,50,0.9997860434042797,1.626399842344011,,,,,The feature activates on noise peaks around 143.117 m/z with significant relative intensity and common nearby immonium and y-ion peaks.
5028,unexplained,0.8204712617606026,12,1.0,0.0008288607871340587,0.006857720203697681,spectrum_contains_cam_cys,50,0.9977048000793499,1.6230141841445629,,,,,"The feature activates on peaks with m/z close to 133.043, primarily labelled as ""noise,"" and influenced by nearby immonium ion patterns."
5083,concept,-0.008131358348791824,14,1.0,0.011296896553282167,0.29968690872192383,is_I_ion,50,0.18352804877918294,0.2985538671692257,,,,,"The feature activates on immonium ions, particularly at m/z ~136.075, often associated with nearby similar peaks."
5225,concept,-0.014435153787548487,16,1.0,0.20450087806564682,0.2968505322933197,has_neutral_loss,50,0.48547674435554217,0.7897482723333619,,,,,The feature activates on internal and noise peaks with lower m/z in intense and contextually rich environments with nearby y-ion peaks.
5359,unexplained,0.7548934605248254,15,1.0,0.00017870185832600223,0.0011738045141100883,mz_low,50,0.9984426501753655,1.6242144802356617,,,,,"The feature activates on peaks around 155.117 m/z in noise contexts, influenced by nearby y-ions, especially when not the highest intensity peak in a spectrum."
5403,unexplained,0.9286377319617682,12,1.0,0.00014465917653597047,0.0009515160345472395,mz_low,47,0.9971087939011831,1.6220446323483548,,,,,The feature activates primarily on peaks with an m/z value around 183.1489 regardless of intensity or spectral context.
5446,concept,-0.1925452144218683,13,1.0,0.1756000041183053,0.34057551622390747,mz_mid,50,0.6001207692841233,0.9762451986503562,,,,,The feature activates on tokens associated with moderate-to-high intensity 'b' or 'y' ions in spectra with a structured series and m/z around 500-1000.
5461,unexplained,0.7144041260527713,12,1.0,0.000628723001675691,0.005828618071973324,spectrum_contains_cam_cys,50,0.9985987218776067,1.6244683695488742,,,,,The feature activates on peaks near m/z 133.043 with specific neighboring peaks and context.
5482,concept,0.46774451311868004,14,1.0,0.04547506762427634,0.3284999132156372,is_y_ion,50,0.22122600330881081,0.35987893537572996,,,,,"The feature activates on y-ion peaks with high relative intensity, particularly in the m/z range of approximately 476-520, influenced by their spectral context."
5521,unexplained,0.7059904509158289,15,1.0,0.0029376108600006564,0.019162744283676147,mz_low,49,0.9977993476259338,1.62316798916702,,,,,"The feature activates on peaks with m/z around 173 and specific nearby peaks, showing mid to high relative intensity, in diverse spectral contexts."
5800,concept,0.7301761650259723,17,1.0,0.05773563279945727,0.4577799141407013,mz_high,49,0.6044888427082384,0.9833509529016737,,,,,The feature activates on noise peaks in the 1300-1360 m/z range with high intensity when surrounded by intense y-ion peaks.
5828,concept,0.7421885643486162,17,1.0,0.006295422185177227,0.29104602336883545,is_first_ion,50,0.37699209610564915,0.6132710990677762,,,,,"The feature activates on peaks near m/z 175.119 with moderate to high relative intensity, often accompanied by other peaks forming specific local spectral contexts."
5910,concept,0.8715730633657285,14,1.0,0.007045457424093375,0.41242727637290955,is_first_ion,50,0.2243490813835963,0.3649593960622623,,,,,The feature activates on y-ion peaks around m/z 147.112 with high relative intensity and supportive nearby y and I ions.
6224,concept,0.5283234875700029,15,1.0,0.01486483033211836,0.3456997573375702,is_I_ion,49,0.22008854834520591,0.3580285829071345,,,,,"The feature activates on low m/z immonium ions, especially with specific nearby peak patterns and moderate relative intensity."
6556,unexplained,0.7833327126938167,12,1.0,0.0005061960125175741,0.0033218320459127426,mz_low,49,0.9988435820890325,1.6248666953825728,,,,,The feature activates on noise peaks around m/z 185.164 with nearby peaks showing specific mass differences.
6581,concept,0.7797267856067364,16,1.0,0.006193960771957067,0.3105100095272064,is_first_ion,50,0.38282700683696985,0.6227630278220506,,,,,The feature activates on noise peaks located in the m/z region around 129.1023 with moderate to high relative intensity.
6695,concept,0.6759867657564392,16,1.0,0.007217522589015576,0.34899285435676575,is_first_ion,50,0.34153643528731537,0.5555936774378535,,,,,"The feature activates on peaks near 147.1130 m/z with nearby specific mass differences like 129.10 and 136.08, responding to a spectral pattern."
6745,unexplained,0.5917693334093341,15,1.0,0.002310354449054823,0.015113421715795994,mz_low,49,0.9994977738774666,1.6259309004978486,,,,,"The feature activates on peaks around m/z 171.149 when near a 175.12 y-ion peak, indicating a specific mass pattern recognition."
6820,concept,0.6127431787338766,16,1.0,0.12897480345276938,0.4536084234714508,mz_low,50,0.6710354645765629,1.0916055299976297,,,,,"The feature activates on low m/z range ""noise"" or ""internal"" peaks with close spectral proximity to other similar peaks."
6982,concept,0.718945739917642,16,1.0,0.00882465419012749,0.43822047114372253,is_I_ion,50,0.0009868435783704774,0.0016053457145839907,,,,,The feature activates on immonium peaks around 136.075 m/z irrespective of peak intensity but influenced by spectral context presence of nearby peaks around 120.08 and 129.10 m/z.
7419,unexplained,0.4435143092216893,16,1.0,0.0020210953521739876,0.013177317567169666,mz_low,50,0.9990712764674152,1.6252370967334893,,,,,"The feature activates primarily on peaks around m/z 185.1646 with specific nearby masses, indicating a notable mass relationship."
7447,unexplained,0.9606161960209372,8,1.0,0.00014273335032504613,0.00046597595792263746,is_noise_peak,48,0.9978187167813996,1.6231994978999171,,,,,The feature activates on noise peaks around 300-312 m/z with similar proximal noise peaks.
7514,unexplained,0.8842515822507044,13,1.0,0.00040880846243590796,0.001411239500157535,peptide_length_short,50,0.9977261535522033,1.6230489208615948,,,,,"The feature activates on peaks with m/z closely around 355, largely independent of intensity or spectral context."
7520,concept,0.4947083254225141,16,1.0,0.037529404958958054,0.3515099585056305,mz_high,50,0.625950707252723,1.0182639958890558,,,,,The feature activates on noise peaks around m/z 1140-1180 with strong intensity and nearby intense 'y' ions.
7690,concept,0.041515185153502235,15,1.0,0.05374323210968558,0.2989676892757416,mz_low,49,0.6127890946776002,0.9968533703273257,,,,,The feature activates on low m/z noise peaks with nearby noise peaks in the spectral context.
7843,unexplained,0.5440897113276437,12,1.0,0.0002828446141936799,0.0009928607614710927,mz_mid,50,0.9988089420768133,1.6248103448155853,,,,,The feature activates on noise peaks around 355 m/z with moderate intensity and specific nearby peak patterns or mass differences.
7914,unexplained,0.5982927849974644,16,1.0,0.002389402207989379,0.015588866546750069,mz_low,50,0.9994209187250411,1.62580587654036,,,,,The feature activates on noise peaks at m/z ~143.117 with consistent nearby immonium and y-ion peaks.
8010,concept,0.5884093765745694,13,1.0,0.06409745154676806,0.32482102513313293,mz_low,50,0.6599652704683191,1.0735971150261028,,,,,The feature activates on low m/z 'noise' or 'internal' peaks with specific spectral contexts.
8103,concept,0.8512863316738093,17,1.0,0.007125171815177866,0.3329637348651886,is_first_ion,50,0.39452791144372,0.6417974497698729,,,,,"The feature activates on m/z ~129.10 peaks, often y-ions, with nearby m/z 120.08 and 136.08 fragments, and middle intensity rank."
8549,concept,0.42953806475356654,16,1.0,0.2742324971469996,0.38216790556907654,mz_mid,50,0.7035078429748335,1.1444299032281795,,,,,The feature activates on noise peaks within a certain m/z range in complex spectra with multiple surrounding peaks.
8746,unexplained,0.8582566215365512,13,1.0,0.000629330377634521,0.005845696199685335,spectrum_contains_cam_cys,50,0.9973317756325186,1.6224073674106034,,,,,"The feature activates on noise peaks around m/z 133.043 with higher relative intensity and a weak influence from nearby peaks, especially those around m/z 129.10."
9302,concept,0.854781720140552,12,1.0,0.010344131070546792,0.3759915828704834,is_I_ion,50,0.1267137941247639,0.20613139795950597,,,,,"The feature activates on peaks with m/z around 120.08 matched as immonium ions (""I"")."
9548,unexplained,0.5983290315088088,13,1.0,0.00012184554296040523,0.0007996652275323868,mz_low,49,0.9990550324171935,1.625210671758972,,,,,"The feature activates on peaks with m/z ≈ 142.12, often in the presence of specific neighboring immonium-type ions."
9661,concept,-0.1699434300556181,12,1.0,0.043402686038700664,0.3152134120464325,mz_high,50,0.5845305455907444,0.9508838350623207,,,,,"The feature activates on noise peaks with moderate intensity, influenced by a neighboring spectral context with co-occurrence of noise and y-ion peaks."
9753,concept,0.5113108784979538,16,1.0,0.00763468617439734,0.33150041103363037,is_first_ion,50,0.39496210598111076,0.6425037748199349,,,,,The feature activates on peaks with m/z of ~129.102 and nearby peaks indicating an immonium ion with ~6.98 m/z difference.
10248,unexplained,0.8107980921292461,16,1.0,0.0006084277562221037,0.002966400934383273,mz_low,50,0.9974760428078571,1.6226420537345163,,,,,The feature activates on peaks with m/z around 299.06 in specific spectral contexts.
10549,unexplained,0.8479917766262295,12,1.0,0.0006264712664136872,0.0061013950034976006,spectrum_contains_cam_cys,50,0.9970525846128122,1.6219531940067737,,,,,"The feature activates on lower-to-medium intensity ""noise"" peaks around m/z 133.043, often when nearby immonium-related peaks are present."
10607,concept,0.4584397126516198,16,1.0,0.004944277329640487,0.3278123140335083,is_first_ion,49,0.21159945263486787,0.3442189643232171,,,,,"The feature activates on peaks with m/z ~175.119, indifferent to ion type."
11108,concept,0.8830219106373193,17,1.0,0.007610628160808563,0.36832669377326965,is_I_ion,49,0.021609432462421727,0.035153098787371814,,,,,"The feature activates on intense immonium ions at specific m/z values, primarily around 120.08 and 136.07."
11216,concept,0.38785580673347275,16,1.0,0.007126416195191079,0.28814560174942017,is_first_ion,50,0.41106564640109866,0.6687001753128533,,,,,"The feature activates on peaks with an m/z around 175.118 and similar characteristics in intensity and nearby peaks, recognizing them as significant within varied spectral contexts."
11376,concept,0.730186623931372,17,1.0,0.14417292023175984,0.5521050691604614,top_decile_intensity,50,0.3351312690398381,0.545174086722611,,,,,The feature activates on the most intense y-ions in a spectrum.
11414,unexplained,0.8179907584063261,12,1.0,0.0007000674557665496,0.0046026394702494144,mz_low,49,0.9998004481565425,1.6264232752444436,,,,,"The feature activates on peaks with m/z ~143.118, marked as noise, with moderate relative intensities and frequent nearby immonium ions (I) at m/z 136.08."
11468,unexplained,0.8067688159880073,15,1.0,0.0006594917789071513,0.004331507254391909,mz_low,49,0.9992380231141431,1.6255083514901831,,,,,"The feature activates on noise peaks near m/z 157.13 with moderate intensity, especially when adjacent to y-ion peaks."
11553,unexplained,0.8518815683330957,16,1.0,0.00041197866866004494,0.0026854604948312044,mz_low,50,0.998328478009933,1.624028750905787,,,,,The feature activates on noise peaks around 131 m/z with nearby immonium ions.
11907,concept,0.5708523814780981,17,1.0,0.05564550398464554,0.3038647174835205,mz_low,50,0.5713071991544817,0.9293727840718826,,,,,"The feature activates on intense low m/z peaks labeled as 'noise' or 'internal', typically adjacent to other similar ions with small mass differences."
12112,unexplained,0.7586731185532132,17,1.0,0.0010257246680338552,0.006690879352390766,mz_low,50,0.9979452320705006,1.623405306380247,,,,,The feature activates on noise-labeled peaks around 183.15 m/z with spectral context including nearby peaks around 175.12 m/z.
