feature_idx,stratum,pearson_r,n_predicted,holdout_coverage,firing_rate,max_f1_dom,best_concept,n_significant_concepts,unexplained_mass_fraction,unexplained_enrichment,causal_concept,causal_selectivity,causal_selectivity_z,causal_mean_delta_ce,summary
3792,unexplained,0.8592333832793418,12,1.0,0.0006286341173890329,0.004291662946343422,spectrum_contains_cam_cys,50,0.9987223033737292,1.6246694054876498,,,,,"The feature activates on peaks around 133.043 m/z, marked as ""noise,"" often with nearby immonium ions at specific m/z values, regardless of peak intensity."
3879,concept,0.5489847636193419,17,1.0,0.03163566567923631,0.3077550232410431,mz_high,50,0.6253288838343013,1.017252445951588,,,,,"The feature activates on peaks in a higher m/z region, particularly when surrounded by peaks labeled as ""noise"" alongside nearby theoretical y-ion fragments, often involving peaks with relative intensity>0.22."
3977,concept,0.3680304481220739,15,1.0,0.006356515318206858,0.3529301583766937,is_first_ion,50,0.32005463076201623,0.5206481971286394,,,,,"The feature activates on peaks with m/z approximately 147.1127, particularly when identified as y-ions with characteristic spectral contexts."
4017,unexplained,0.864778592780845,16,1.0,0.000589110237921755,0.0038324848283082247,mz_low,50,0.9949237054920914,1.6184900443767587,,,,,The feature activates on noise-matched peaks around m/z 223.155 in association with a specific spectral context.
4658,unexplained,0.8466357420754524,12,1.0,0.0010049405590036487,0.0038863373920321465,peptide_length_short,50,0.9971682345173558,1.622141327245638,,,,,"The feature activates on peaks at approximately m/z 359.02 to 359.03, surrounded by other noise peaks in small-to-medium sized spectra."
5153,unexplained,0.8030572287586865,14,1.0,0.0008440155580092557,0.00709682609885931,spectrum_contains_cam_cys,50,0.99802343883779,1.6235325290743712,,,,,"The feature activates on peaks around 133.04 m/z, associated with noise and context-specific mass differences."
5313,unexplained,0.8174097559417478,16,1.0,0.00037558055327357494,0.002471684943884611,mz_low,49,0.9990000426923444,1.625121217339784,,,,,"The feature activates on peaks with m/z around 171.148 appearing as noise, possibly indicating an internal peptide fragment."
5398,unexplained,0.7503599897524184,12,1.0,0.00014559246154587996,0.000958085001911968,mz_low,49,0.9954294635108263,1.6193127851695124,,,,,"The feature activates on peaks with a specific m/z of 115.0867 labeled as ""noise"" but with a specific surrounding ion context, particularly involving immonium ions."
5454,unexplained,0.9069747995515494,13,1.0,0.0007449836486244156,0.0032656898256391287,mz_low,49,0.9973245713891423,1.6223956479228503,,,,,The feature activates on peaks around m/z 299 with noise classification in dense spectral regions.
5468,concept,nan,15,1.0,0.2844171401791863,0.29207223653793335,mz_mid,50,0.6257291979736648,1.0179036561354509,,,,,The feature activates on non-intense noise peaks near m/z ~432.1741 and ~527.2514 with specific spectral context.
5766,concept,0.4834150998992941,16,1.0,0.006662158751928326,0.34599292278289795,is_I_ion,50,0.0010964834883624302,0.001783702207457554,,,,,The feature activates on peaks at m/z ~136.0755 linked to the immonium ion within contexts featuring nearby y-ions.
5770,concept,0.723327203634807,13,1.0,0.006851423026318859,0.34238824248313904,is_I_ion,50,0.027647718001478694,0.04497586708218709,,,,,"The feature activates on immonium ions, especially around m/z 120.08, with moderate spectral context influence from nearby immonium and y-ions."
5828,concept,0.7428703433613334,16,1.0,0.006561334342762549,0.2912452518939972,is_first_ion,50,0.39518426391364725,0.6428651697692208,,,,,"The feature activates on peak m/z around 175 with specific spectral context, particularly with nearby peaks around 183 and 186 m/z."
5910,concept,0.8564927177156251,17,1.0,0.01125340250901083,0.5446717143058777,is_first_ion,50,0.24671456175795003,0.4013423941994828,,,,,"The feature activates on peaks around m/z 147.112, especially ""y"" ions with nearby typical y-series and immonium ions."
6240,concept,0.7499251919972247,16,1.0,0.0055480090327174915,0.30386167764663696,is_first_ion,50,0.2926747084568059,0.4761079661318573,,,,,"The feature activates on high-intensity y-ions near m/z 129.102, often in simple spectral contexts."
6641,unexplained,0.9050063031474702,12,1.0,0.00036334414981031724,0.002383067272603512,mz_low,50,0.9958386226316311,1.6199783839083233,,,,,The feature activates on peaks at ~157.13 m/z with specific noise context at 143.12 and 147.11 m/z.
6745,unexplained,0.7381191048803691,16,1.0,0.0074132606022843705,0.04753924161195755,mz_low,49,0.9975298750078095,1.6227296251525145,,,,,"The feature activates on noise peaks with specific m/z values (~185.165, ~199.180) and their spectral context."
7373,concept,0.42472076974734474,13,1.0,0.0792849466535029,0.3772834837436676,mz_high,50,0.5328042069833681,0.866738122576063,,,,,"The feature activates on moderate intensity peaks matching 'y' ions, and peaks nearby others with interesting mass relationships or modifications."
7375,unexplained,0.7132589529251957,17,1.0,0.0012378618321910592,0.008117840625345707,mz_low,50,0.9986502279271274,1.6245521569065524,,,,,The feature activates on peaks near 157.13 m/z associated with immonium-like spectral contexts.
7502,unexplained,0.8987741513525483,11,1.0,0.000715029644020654,0.002961672144010663,peptide_length_short,50,0.994768079959363,1.618236880868862,,,,,"The feature activates on ""noise"" peaks within the 417 to 431 m/z range, often alongside specific spectral contexts."
7520,concept,0.8582006493956353,17,1.0,0.03200207633693633,0.30987349152565,mz_high,48,0.619575561572454,1.0078932410683497,,,,,"The feature activates on noise-labeled peaks within 1100-1250 m/z, especially with nearby noisy peaks and mid-level intensity."
7707,unexplained,0.9004021330526697,15,1.0,0.00012771190587983628,0.0010815371060743928,peptide_length_short,48,0.9966197997959172,1.6212491622165617,,,,,"The feature activates on peaks with m/z ~208.95 matched as ""noise,"" irrespective of their broader spectral context or specific peptide characteristics."
7788,unexplained,0.6417213065259171,12,1.0,0.00032739045585713746,0.0030019846744835377,peptide_length_short,50,0.9964008705910358,1.6208930195931948,,,,,The feature activates on peaks near 341 m/z with specific neighboring noise peaks suggesting contextual activation.
7914,unexplained,0.7079853977127407,16,1.0,0.0022050117553172616,0.014398634433746338,mz_low,50,0.9991189715053913,1.6253146845361564,,,,,"The feature activates on peaks at m/z 143.117x labeled as ""noise,"" in the presence of nonspecific spectral context."
8082,concept,-0.5423827971629335,16,1.0,0.09591943350488741,0.29058411717414856,mz_mid,48,0.7018828318597927,1.1417864198161582,,,,,The feature activates on isolated noise peaks with medium intensity in complex spectra.
8114,unexplained,0.6751626889829107,11,1.0,0.00011082389141480748,0.0014217367861419916,peptide_length_short,50,0.9965533097254676,1.621140999634367,,,,,The feature activates on peaks around m/z 143.15 with high relative intensity and adjacent immonium/noise peaks.
8336,unexplained,0.8358396778579658,12,1.0,0.00027333399552126894,0.0018867675680667162,top_decile_intensity,50,0.9953655381993929,1.6192087948036507,,,,,"The feature activates on peaks in the low m/z range, often labeled as ""noise,"" with immonium ions in close spectral context."
8375,unexplained,0.901558001682137,15,1.0,0.00036534404626012326,0.0024004250299185514,mz_low,50,0.9993844477633472,1.6257465474801671,,,,,"The feature activates on peaks with m/z around 171.15 marked as ""noise,"" influenced by close spectral 'noise'/'internal' peaks, and not strongly tied to residue or modification."
8377,unexplained,0.5085961487574815,10,1.0,0.000178909254994871,0.0011278059100732207,mz_low,48,0.9967028314057526,1.621384233713145,,,,,"The feature activates on peaks with m/z near 299.06, classified as noise, with medium intensity surrounded by nearby peaks at m/z 297.16 or 300.06."
8463,unexplained,0.8633159398217793,11,1.0,0.0002039449957368874,0.0013421588810160756,mz_low,50,0.9966868675818249,1.621358264596162,,,,,"The feature activates on peaks with m/z around 166.06, labeled as ""noise,"" often amidst nearby low m/z peaks."
8710,concept,0.5391177553292424,15,1.0,0.011644774837213984,0.4990600049495697,is_I_ion,50,0.04208747936759014,0.06846571850015926,,,,,The feature activates on immonium ions (I) at peak_mz ~136.075 with high intensity within a spectrum.
9069,unexplained,0.8511402870982556,13,1.0,0.0008659551627660168,0.0072089871391654015,top_decile_intensity,50,0.9991812033530039,1.625415920063311,,,,,"The feature activates on consistent but unassigned peaks around 199.18 m/z, with spectral context playing a significant role."
9282,concept,0.9332892027082292,16,1.0,0.0962120405765657,0.5916485786437988,top_decile_intensity,50,0.2886202198596154,0.46951233533788983,,,,,"The feature activates on peaks with high relative intensity, particularly those matching or similar to y-ions, in certain mz ranges."
9389,concept,0.7085191539182711,17,1.0,0.006590873554028573,0.288747638463974,is_I_ion,49,0.05280752344697378,0.08590452764902856,,,,,The feature activates on immonium ions in specific mass relationships with nearby similar ions.
9431,unexplained,0.6093583736515397,12,1.0,0.00010389091705547986,0.0009764892165549099,peptide_length_short,50,0.9965111289526376,1.6210723821509234,,,,,"The feature activates on peaks with m/z ~139.12 labeled as ""noise,"" particularly when surrounded by specific nearby ions and immonium patterns."
9709,concept,0.2590464574533322,14,1.0,0.1405527965626076,0.323648601770401,is_H2O_loss,50,0.47861025591995704,0.7785782267193356,,,,,"The feature activates on moderately intense noise peaks with specific m/z contexts, without clear fragment-ion matches."
9802,concept,0.7051810309409624,16,1.0,0.005789818734570706,0.30766505002975464,is_I_ion,50,0.003823577376074864,0.006219996450904313,,,,,The feature activates on immonium ion peaks (m/z ~120.08) with nearby peaks indicating specific spectral context patterns.
9821,unexplained,0.5895315778994821,13,1.0,0.00011446814716778739,0.0007532965391874313,mz_low,48,0.9966491782934966,1.6212969536256805,,,,,"The feature activates on peaks around m/z 142.122 labeled as ""noise,"" with contextual influence from nearby y-ions and immonium ions."
9832,unexplained,0.812842601100666,13,1.0,0.0002404616235055681,0.0015786871081218123,mz_low,50,0.9950969436825594,1.6187718592385723,,,,,The feature activates primarily on noise peaks around m/z 166.061 without a clear dependency on spectral context or specific fragment-ion annotations.
10031,concept,0.8705958517835538,13,1.0,0.09016265009685795,0.28624585270881653,mz_mid,50,0.5884158861964256,0.9572043047170241,,,,,"The feature activates on fragments in the 580-640 m/z range, often 'y' ions or peaks with nearby significant 'y' ion relationships, and high nearby peak density."
10559,concept,0.4008032946655071,17,1.0,0.03821659900720696,0.3680989742279053,mz_high,48,0.6233551577351353,1.014041691172912,,,,,"The feature activates on peaks with m/z values around 1086-1090 in complex spectral contexts marked as ""noise"" and surrounded by other intense noise peaks."
10634,concept,0.3954746099867096,13,1.0,0.05972581123392204,0.40864112973213196,mz_high,49,0.5567876736551809,0.9057531765180854,,,,,The feature activates on moderately to highly intense noise peaks in high m/z regions with nearby y-ions.
10653,unexplained,0.8631010030965771,12,1.0,0.00034498954461543063,0.0011789875570684671,peptide_length_short,50,0.99955660404516,1.6260266023493524,,,,,"The feature activates on peaks with an m/z around 355.0689 labeled as ""noise"" with moderate relative intensity."
10660,unexplained,0.8119279844987459,16,1.0,0.00030631006587140416,0.0020111536141484976,mz_low,50,0.9973485880141834,1.6224347169170996,,,,,"The feature activates on peaks with m/z around 166.0607-166.0614, regardless of fragment series, indicating it likely responds to isolated m/z signals in this range."
10689,concept,0.7727486938182528,16,1.0,0.10029082197892124,0.5417379140853882,top_decile_intensity,50,0.3677363545881498,0.598214341030246,,,,,"The feature activates on strong, top-ranked y-ions, often influenced by their spectral context with nearby strong peaks."
10906,concept,0.6973945622382057,16,1.0,0.2645109264342535,0.33370572328567505,mz_mid,48,0.6843780302441402,1.1133105206217462,,,,,The feature activates on noise peaks in the 500-700 m/z range with nearby noise peaks and high complexity spectra.
10926,concept,0.7082655690226481,12,1.0,0.04068155285885568,0.3804973363876343,mz_high,50,0.6631309107493203,1.0787468136920366,,,,,The feature activates on high m/z noise peaks surrounded by intense y-ion neighbours and specific modifications.
11132,concept,0.8676227966228787,16,1.0,0.0077657904972179585,0.4219267964363098,is_first_ion,50,0.2946168722344079,0.479267376970343,,,,,"The feature activates on peaks with m/z around 147.113, responding to its spectral context of nearby immonium ions and specific intensity patterns."
11286,concept,0.5831627345464452,16,1.0,0.27794519380070615,0.3479565978050232,mz_mid,50,0.6905425872353224,1.123338700735604,,,,,"The feature activates on 'noise' peaks with unique spectral contexts, often amidst significant mass differences or specific nearby peak configurations."
11495,unexplained,0.8939658187014712,15,1.0,0.003071500223803227,0.0199966449290514,mz_low,50,0.9995866634649956,1.6260755014473185,,,,,The feature activates on noise peaks near 199.18 m/z with moderate to high relative intensity.
11610,concept,0.5434585372854457,17,1.0,0.1264231726075813,0.29189449548721313,is_y_ion,50,0.4592126409917352,0.7470231974515859,,,,,The feature activates on high m/z peaks within strong y-ion contexts and high relative intensity settings.
11890,concept,0.21962375962644837,17,1.0,0.05135580017005045,0.4210893213748932,mz_high,49,0.6057467472127626,0.9853972464075079,,,,,The feature activates on high m/z noise peaks with nearby internal or modified ions.
11938,unexplained,0.7595492885896763,13,1.0,0.0004484360402376203,0.001445369329303503,is_noise_peak,49,0.9960032669473252,1.6202462187024318,,,,,"The feature activates on high-intensity noise peaks around m/z 415.03, especially when unlabeled by common ion series."
11955,concept,0.7138418987400658,11,1.0,0.004788507617272261,0.2955252528190613,is_first_ion,50,0.2858513462886041,0.46500807608255,,,,,"The feature activates on peaks with m/z around 147.113, often corresponding to a y-ion or noise, with nearby peaks also frequently being y-ions."
12165,unexplained,0.8588870568424529,12,1.0,0.0005737628844254657,0.001868887455202639,is_noise_peak,50,0.998430864218293,1.6241953074547941,,,,,"The feature activates on peaks with m/z around 359 marked as ""noise"", influenced by the surrounding spectral context."
12220,concept,0.6687846984315109,16,1.0,0.007237640065895847,0.3325062096118927,is_first_ion,50,0.4164247552548957,0.6774180943640552,,,,,"The feature activates on peaks around 129.102 m/z with certain spectral contexts, suggesting specific fragment patterns or neutral losses."
12235,unexplained,0.8676316789042469,13,1.0,0.0011430519264224762,0.00382107007317245,top_decile_intensity,49,0.9974915593259933,1.6226672951977443,,,,,The feature activates on peaks with m/z around 355.07 in noise contexts with moderate rank and high relative intensity.
