feature_idx,stratum,pearson_r,n_predicted,holdout_coverage,firing_rate,max_f1_dom,best_concept,n_significant_concepts,unexplained_mass_fraction,unexplained_enrichment,causal_concept,causal_selectivity,causal_selectivity_z,causal_mean_delta_ce,summary
7415,unexplained,0.9082461441922037,12,1.0,0.00024379478425524487,0.0016039945185184479,mz_low,50,0.9953645855276778,1.6192072450469428,,,,,"The feature activates on low m/z noise peaks, especially with nearby immonium ions and modifications."
7518,unexplained,0.8151389182249463,11,1.0,0.00022182555140293106,0.0014545799931511283,mz_low,49,0.9975226248833916,1.6227178310278734,,,,,"The feature activates on noise peaks with m/z ~133.04, accompanied by nearby I-ions around 136.08 m/z, suggesting it responds to a spectral context defined by specific mass differences."
7573,unexplained,0.6847522384579033,16,1.0,0.0048419863297448525,0.031399015337228775,mz_low,49,0.9950727290709537,1.6187324681700954,,,,,"The feature activates on peaks with m/z ~173.128 classified as ""noise."""
7676,unexplained,0.9417279006051181,15,1.0,0.0016993342344718595,0.011129062622785568,mz_low,49,0.995193252194825,1.6189285289082467,,,,,"The feature activates on peaks with m/z values around 233.164 labeled as ""noise."""
7773,unexplained,0.8778465230550098,15,1.0,0.0003065174625402729,0.0019978107884526253,mz_low,49,0.9924122503277814,1.6144045399728566,,,,,"The feature activates on peaks at ~166.06 m/z labeled as ""noise"", indicating a specific response to this particular unannotated mass region."
7859,concept,0.3699302449533764,16,1.0,0.05885910055471943,0.4521191716194153,mz_high,50,0.5983720865865902,0.9734005327517471,,,,,"The feature activates on 'noise' peaks of high relative intensity and in spectra with many peaks, particularly in the high m/z range with significant neighboring y-ions."
8013,unexplained,0.36518883275444924,14,1.0,0.0010008518818173785,0.006560508627444506,mz_low,50,0.9918647620278026,1.613513914532899,,,,,"The feature activates on peaks with m/z around 169.13 labeled as ""noise,"" particularly when co-occurring with specific nearby peaks near 175.12."
8071,concept,0.49032740522660523,16,1.0,0.006928811611902465,0.4037148952484131,is_first_ion,50,0.2738645347180867,0.44550855558302893,,,,,The feature activates on high-intensity y-ion peaks around m/z 147.11 in rich spectral contexts.
8174,concept,0.6579382814150881,16,1.0,0.005584925639776133,0.29875698685646057,is_I_ion,50,0.0015845285803111535,0.00257762853383377,,,,,"The feature activates on the presence and context of the 136 m/z immonium ion with strong nearby peaks, especially y-ions."
8218,unexplained,0.6938198543758056,12,1.0,0.0011286674860316493,0.007375697139650583,mz_low,48,0.9904132890227305,1.6111527338761078,,,,,"The feature activates on peaks with an m/z of 187.14, amid nearby ""noise"" peaks."
8482,unexplained,0.8208520657958174,14,1.0,0.0003227536589031427,0.002080566016957164,mz_low,50,0.9934286305544378,1.6160579343678882,,,,,"The feature activates on peaks with m/z around 166.0608, especially when other noise peaks near 157.10 to 175.12 are present."
8526,concept,0.1705426439963835,14,1.0,0.20617508767509002,0.32637184858322144,mz_mid,49,0.6197341179599066,1.0081511723380017,,,,,The feature activates on noise or internal peaks with moderate relative intensity in complex spectra.
8710,concept,0.707645163032364,14,1.0,0.009409557238480764,0.4198228120803833,is_I_ion,50,0.055490213811069965,0.09026858855386712,,,,,The feature activates on the immonium ion with m/z ~120.08 and relative high intensity.
8790,concept,0.970295449932974,16,1.0,0.005037946553730292,0.2739516496658325,is_I_ion,50,0.001606513718488982,0.0026133928111031148,,,,,"The feature activates on immonium ions, particularly near m/z 136.075, that show high relative intensity and are among the stronger peaks in their spectrum."
8896,unexplained,0.43150038254679957,12,1.0,0.0013465821288216261,0.008830249309539795,mz_low,50,0.9991084620887181,1.6252975883646972,,,,,"The feature activates on noise peaks with m/z ~143.12, lacking specific ion series association."
9026,concept,0.04764454293900759,12,1.0,0.00535970767143242,0.3027839660644531,ion_contains_oxidation,50,0.4056853236221022,0.6599477465534719,,,,,The feature activates on y-ion associated peaks with relatively high intensity and often within spectra containing modified peptides and fewer peaks.
9218,unexplained,0.5960841898945535,14,1.0,0.0008499856192631211,0.00558286439627409,mz_low,50,0.9986154299250715,1.6244955493299302,,,,,"The feature activates on peaks at m/z ~143.1176 with high relative intensity in certain spectral contexts, especially near specific ions like immonium at m/z 136.08 and y-ions at m/z 147.11."
9688,concept,-0.4071898805228775,14,1.0,0.23340184089727503,0.3832260072231293,mz_mid,48,0.6277513893641129,1.0211932517247386,,,,,The feature activates on moderately intense noise peaks surrounded by less intense peaks in large spectra.
9733,unexplained,0.8166411759735346,15,1.0,0.00041883757278049087,0.001750278053805232,mz_low,50,0.9959954482873664,1.620233499713796,,,,,The feature activates on noise peaks around m/z 285.22 with specific spectral context involving neighboring internal or b-ion peaks.
9750,concept,0.7593133917134903,14,1.0,0.07789522601755658,0.45354199409484863,mz_high,50,0.4011766715568428,0.6526133062934805,,,,,The feature activates on noise peaks with moderate to high relative intensity amid specific spectral contexts involving nearby y-ions and certain peptide modifications.
9809,concept,0.7589662769531657,16,1.0,0.006445814398202641,0.3089934289455414,is_first_ion,50,0.3768685296950932,0.6130700876694145,,,,,"The feature activates on peaks around m/z 129.10, primarily y-ions, often in simpler spectra with supporting nearby peaks."
10041,unexplained,0.32305740972609537,13,1.0,0.0002030117107269779,0.0016117447521537542,peptide_length_short,49,0.9952256115292807,1.6189811693874814,,,,,"The feature activates on the 157.133 m/z noise peak when in certain spectral contexts, especially with nearby noise peaks around 147.11."
10566,concept,0.9006599292911708,13,1.0,0.012979357587336773,0.2721004784107208,cleaves_C_to_Asp,50,0.2701460526423017,0.4394595226907281,,,,,"The feature activates on medium- to high-intensity y-ions near an m/z of 500-600, particularly within shorter peptides and complex spectral contexts involving nearby mass differences."
10729,unexplained,0.6686679184508996,12,1.0,0.00040351984737975417,0.0026527936570346355,mz_low,50,0.9921215881283286,1.6139317058515124,,,,,"The feature activates on peaks with m/z around 169.133, classified as noise, often with moderate relative intensity and presence of nearby noise peaks."
10750,unexplained,0.7520992290532106,14,1.0,0.0014314369944845079,0.013754631392657757,top_decile_intensity,50,0.9930340531023557,1.6154160563279893,,,,,"The feature activates on non-matched ion peaks at m/z 143.1177 with high relative intensity, in specific spectral contexts with characteristic nearby peaks."
11166,concept,0.7934475569965617,15,1.0,0.011677187973748619,0.5430172085762024,is_first_ion,50,0.32199597275704367,0.5238062711340511,,,,,"The feature activates on peaks at ~175.118 m/z with moderate relative intensities, appearing as ""noise."""
11193,unexplained,0.7999212229622727,15,1.0,0.0004048531116796249,0.0026467193383723497,mz_low,49,0.9947536142495291,1.6182133488058288,,,,,"The feature activates on low-ranked ""noise"" peaks with m/z around 223.15, within a dense ""noise"" context."
11406,concept,0.8599004323157277,14,1.0,0.0061131945834804555,0.325357586145401,is_I_ion,50,0.0016336423797219488,0.0026575243036793313,,,,,The feature activates on immonium ions near m/z 120.08 with high intensity and strong spectral context.
11488,concept,0.5449605994690389,13,1.0,0.006485501232195459,0.3177654445171356,is_I_ion,50,0.04879448645641046,0.07937632816891875,,,,,"The feature activates on immonium ions with specific m/z values, notably those with nearby high-intensity peaks indicating potential neutral losses."
11495,unexplained,0.5613082499239941,14,1.0,0.0016456925674737286,0.01077487412840128,mz_low,49,0.9935894394723043,1.6163195299366513,,,,,"The feature activates on peaks at approximately 199.18 m/z marked as ""noise."""
11563,unexplained,0.8119107161460501,11,1.0,0.0003343234302164651,0.003194050630554557,spectrum_contains_cam_cys,50,0.9983382041723096,1.6240445729199673,,,,,The feature activates on noise peaks around 133.043 m/z with nearby immonium ions at ~120.08 and ~136.08 m/z.
11941,concept,0.24231005340824108,14,1.0,0.006484923484332181,0.31306350231170654,is_I_ion,50,0.043097492486877914,0.07010875521667678,,,,,"The feature activates on immonium ions around m/z 136.075, especially when they have significant relative intensity."
12087,unexplained,0.7146777745372991,14,1.0,0.0013404787411377737,0.00878197979182005,mz_low,49,0.9963834599554549,1.6208646968783993,,,,,"The feature activates on peaks around 173.128 m/z, especially when similar peaks are nearby, regardless of their fragment-ion series label."
12119,concept,0.7845977534638816,17,1.0,0.0053998685549540805,0.2902132272720337,is_I_ion,50,0.0017104164728835086,0.0027824163981807685,,,,,"The feature activates on peaks around 136.075 m/z matched to immonium ions, with context enhanced by nearby peaks reflecting typical peptide fragmentation patterns and certain peptide modifications."
