feature_idx,stratum,pearson_r,n_predicted,holdout_coverage,firing_rate,max_f1_dom,best_concept,n_significant_concepts,unexplained_mass_fraction,unexplained_enrichment,causal_concept,causal_selectivity,causal_selectivity_z,causal_mean_delta_ce,summary
2422,unexplained,0.8223463756384897,15,1.0,0.0005119883051981234,0.0033285454846918583,mz_low,49,0.9978668546722896,1.62327780611263,,,,,The feature activates on peaks with m/z approximately 185.165 regardless of the spectral context or matched ion type.
2485,concept,-0.24300337998878438,14,1.0,0.3976649653473498,0.35046282410621643,mz_mid,49,0.6486380227544517,1.0551705386425234,,,,,"The feature activates on peaks interacting with y-ions and structural mass differences, especially associated with neutral loss."
2666,concept,0.15631383892958187,16,1.0,0.0231086997791744,0.7822893857955933,is_I_ion,50,0.027837740321844835,0.04528498549199506,,,,,"The feature activates on intense immonium ions, particularly around m/z 110.07 and 136.08, often with surrounding intense peaks."
2680,concept,0.17651807551723736,16,1.0,0.011161955392087477,0.5693253874778748,is_first_ion,50,0.2330319164475635,0.37908417973202685,,,,,"The feature activates on y-ions with m/z ≈ 129.10, especially when flanked by specific immonium ions (m/z 120.08) and neutral losses (m/z 136.08)."
3024,unexplained,0.629591773061554,17,1.0,0.0007471613136475378,0.0048956312239170074,mz_low,50,0.998430154606699,1.624194153095627,,,,,"The feature activates on noise peaks near 171 m/z with moderate to high relative intensity, showing interaction with their spectral context."
3160,unexplained,0.7191587131869471,13,1.0,0.0001744650406619687,0.0011491210898384452,mz_low,49,0.9978944350909972,1.6233226725007275,,,,,The feature activates on noise peaks near m/z 115.087 surrounded by immonium ions such as 110.07 and 120.08.
3193,unexplained,0.7433935426486881,16,1.0,0.0024652205045086924,0.016013626009225845,mz_low,50,0.9991716878821761,1.6254004407911644,,,,,The feature activates on noise peaks at m/z ~199.18 with moderate relative intensity and contextually intense nearby peaks also classified as noise.
3539,unexplained,0.25084128579833986,15,1.0,0.002602768938112019,0.016974564641714096,mz_low,50,0.9994318494231019,1.62582365803043,,,,,"The feature activates on peaks with m/z around 185.1645, generally considered ""noise,"" with moderate-to-high relative intensity and contextually near certain m/z values like 175.12."
3563,unexplained,0.7053406377593899,17,1.0,0.005913678988028694,0.038086943328380585,mz_low,50,0.998794715790103,1.6247872022336145,,,,,"The feature activates on peaks with m/z around 157.13 identified as ""noise."""
3629,concept,0.8424213030784002,15,1.0,0.0065358245524916895,0.34406641125679016,is_I_ion,50,0.0005208031553427714,0.0008472154370725046,,,,,The feature activates on peaks with m/z ≈ 120.0809 corresponding to immonium ions.
3711,unexplained,0.7649495606861829,15,1.0,0.0006524402921656131,0.004152429290115833,mz_low,49,0.9992500819332243,1.6255279681487491,,,,,The feature activates on noise peaks with m/z ~210.025 and moderate relative intensity amidst dense spectra.
3792,unexplained,0.7522029512645955,16,1.0,0.0006961417331058192,0.0047961012460291386,spectrum_contains_cam_cys,50,0.9991226132344924,1.6253206087113086,,,,,The feature activates on low-intensity noise peaks near 133.04 m/z with nearby related mass peaks.
3915,concept,0.23899193703267338,13,1.0,0.017100877517527056,0.3574221432209015,is_I_ion,50,0.18292809181224168,0.29757788843569194,,,,,The feature activates on immonium ions with a mass-to-charge ratio around 120.08 in spectra contextualized by nearby y-ions.
3962,unexplained,0.8880837726765112,16,1.0,0.0035562158670451064,0.023124810308218002,mz_low,49,0.9978417431106221,1.6232369559325275,,,,,The feature activates on peaks with an m/z around 173.128 in consistent spectral contexts.
4283,concept,0.2521371908907593,14,1.0,0.011005919026859276,0.44441455602645874,is_first_ion,50,0.3990401144802834,0.6491376665649611,,,,,The feature activates on y-ion peaks around m/z 130-148 with specific nearby peak patterns and moderate relative intensity.
4377,concept,0.8612216448503878,16,1.0,0.007002615197924196,0.362819105386734,is_I_ion,50,0.000831226922240838,0.0013521966466758634,,,,,The feature activates on immonium ion (I) peaks at m/z ~136.075 that have high relative intensity and are surrounded by specific m/z patterns.
4653,unexplained,0.8699088742113277,15,1.0,0.0007356063563819918,0.004785954486578703,mz_low,49,0.9991992681836223,1.625445306988507,,,,,The feature activates on noise peaks at m/z ~183.15 with specific low-intensity and neighboring mass patterns.
4767,unexplained,0.8553555777835111,13,1.0,0.001068463195868599,0.007020943332463503,mz_low,50,0.9999946398505837,1.6267391761741044,,,,,"The feature activates on peaks with m/z of ~143.118 marked as ""noise"" in specific spectral contexts."
4787,concept,0.7635103812270411,16,1.0,0.006966528177541029,0.340876042842865,is_first_ion,50,0.3984059362943199,0.6481060185353916,,,,,"The feature activates on peaks around 147.112 m/z, often ""noise"" or ""y"" ions, with nearby immonium ions."
4811,unexplained,0.8637948182914692,16,1.0,0.003320998416452363,0.02155262790620327,mz_low,50,0.999601822754639,1.6261001617898476,,,,,The feature activates on noise-labeled peaks near m/z 143.118.
4940,unexplained,0.7093232291885421,11,1.0,0.0014028014401328405,0.009207552298903465,mz_low,50,0.9998863034540227,1.6265629401689619,,,,,The feature activates on peaks around m/z 143.1180 with specific neighboring immonium ions and non-matching ion identifications.
5196,unexplained,0.8274890984225162,16,1.0,0.0008188761189328049,0.005351572763174772,mz_low,50,0.9995500692840645,1.626015971940491,,,,,"The feature activates on noise peaks around 157.13 m/z, particularly in complex spectra with nearby y-ion peaks at 147.11 m/z."
5461,unexplained,0.6534774773833069,13,1.0,0.0005325057613683558,0.0047262185253202915,spectrum_contains_cam_cys,50,0.9985216761774446,1.6243430356182562,,,,,"The feature activates on peaks around 133.043 m/z in a context rich with immonium ions, highlighting mass differences rather than the peaks themselves."
5800,concept,0.5160297650058252,17,1.0,0.08002990067403176,0.5976730585098267,mz_high,49,0.6070840840992225,0.9875727563735136,,,,,"The feature activates on peaks categorized as ""noise"" with higher m/z values, particularly above 1400."
5896,concept,0.4494103556458289,14,1.0,0.013487983103689668,0.5999793410301208,is_I_ion,50,0.0004322578004567675,0.000703174467330083,,,,,"The feature activates on immonium ion peaks, typically around 120.08 and 136.07 m/z, with noticeable relative intensity and presence of specific nearby peaks."
6083,concept,0.7954234056043739,17,1.0,0.07862954355178202,0.5593806505203247,mz_high,49,0.6088854357041971,0.9905031013064765,,,,,"The feature activates on peaks around 1100-1300 m/z, with strong nearby noise/y ions, often involving modified residues and higher intensity peaks."
6224,concept,0.5705179521548067,16,1.0,0.1111532373249711,0.37791451811790466,mz_low,50,0.6788654410715526,1.104342927784907,,,,,The feature activates on immonium ions near m/z 101.07 with specific nearby peak patterns.
6282,concept,nan,14,1.0,0.0814972617343739,0.39052659273147583,mz_low,50,0.5708454312499123,0.9286216041047828,,,,,The feature activates on noise peaks around 169 m/z reflecting an ongoing interest in this specific low m/z range.
6380,concept,-0.014538521963208822,16,1.0,0.3132355443225569,0.3843385577201843,mz_mid,47,0.6625046728563221,1.0777280825173403,,,,,The feature activates on noise-classified peaks with moderate to high relative intensity surrounded by similarly intense noise peaks.
6500,concept,0.5369176733910643,14,1.0,0.076353379924995,0.3890417218208313,top_decile_intensity,50,0.3697719963319275,0.6015258169535103,,,,,"The feature activates on high-intensity y-ion peaks in relatively simple spectra, especially when surrounded by other y-ions in the 250-750 m/z range."
6592,concept,0.803403062592221,14,1.0,0.006888665542428581,0.34054654836654663,is_first_ion,50,0.39851885988363267,0.6482897167466908,,,,,"The feature activates on peaks with m/z ~147.11 often labeled as noise or y-ion, regardless of intensity."
6695,concept,0.6403463830354964,16,1.0,0.006948884646639408,0.3413423001766205,is_first_ion,50,0.3655579978781561,0.5946707038359927,,,,,"The feature activates on peaks with m/z around 147.11 when they occur in spectra that include immonium-like mass differences, suggesting sensitivity to this specific spectral context."
6919,concept,0.7598409358516048,15,1.0,0.006954351030268877,0.36115261912345886,is_I_ion,50,0.0017621929166185394,0.0028666436190780066,,,,,The feature activates on peaks around m/z 136.075 labeled as immonium ions.
6993,unexplained,0.3332595439823153,13,1.0,0.00015827328644242792,0.0010189202148467302,mz_low,50,0.9984743751308457,1.624266088740233,,,,,The feature activates on noise peaks at m/z 131.1175-131.1180 with nearby peaks that match specific ion series and modifications.
7054,unexplained,0.8279850476843452,15,1.0,0.00039759422826921774,0.0026177417021244764,mz_low,50,0.9980218231211,1.6235299007106456,,,,,"The feature activates on spectral patterns with a 223.155 m/z peak, especially in the presence of close small mass-difference neighboring noise peaks."
7213,concept,0.7233381345966347,17,1.0,0.011690313220078456,0.523838222026825,is_I_ion,49,0.01007318239374902,0.016386528262898676,,,,,"The feature activates on intense peaks in the immonium ion series around m/z 120.08 and 136.08, often with strong neighboring immonium ions."
7240,unexplained,0.9314383267899443,15,1.0,0.00048499711014963,0.0015727445716038346,mz_mid,50,0.9984205669864575,1.6241785564545734,,,,,"The feature activates on ""noise"" peaks around m/z 359 with moderate spectral intensity and specific nearby peak context."
7363,concept,0.7450619172658399,17,1.0,0.006584147976338114,0.3466014862060547,is_I_ion,50,0.0005329130057791274,0.0008669151107881285,,,,,The feature activates on immonium ion peaks (m/z ~120) with nearby immonium ions and specific mass differences.
7419,unexplained,0.7198569456327898,15,1.0,0.0013954092302924464,0.00915031973272562,mz_low,49,0.9998507690152247,1.6265051345954191,,,,,"The feature activates on ""noise"" peaks with m/z around 185.165, especially when accompanied by a particular spectral context involving nearby ""noise"" and ""internal"" peaks."
7522,concept,0.6479329619122121,16,1.0,0.12152619653249065,0.6751337051391602,top_decile_intensity,50,0.31082412964031275,0.505632498851859,,,,,"The feature activates on high-intensity y-ions within the 500-1400 m/z range, often as the top-ranked peak in its spectrum."
7532,unexplained,0.7306040920532088,16,1.0,0.005106831875890278,0.03297074884176254,mz_low,49,0.9991611300096666,1.6253832657942755,,,,,"The feature activates on noise-matched peaks around m/z 157.133, especially when high-intensity immonium or y-ions are nearby."
7559,unexplained,0.8406916306449957,11,1.0,0.0008214537632458882,0.00539630651473999,mz_low,47,0.9998477978896384,1.6265003013231236,,,,,"The feature activates on peaks specifically around the 199.18 m/z region, independent of peptide context or spectral modifications."
7617,unexplained,0.9185039490128243,17,1.0,0.0035559195860895795,0.02315380796790123,mz_low,49,0.9978496354439972,1.6232497947692384,,,,,"The feature activates on noise peaks with m/z around 173.128 regardless of their intensity rank, especially when nearby peaks are found around 175.12 m/z."
8115,concept,0.727772492123047,17,1.0,0.007438755578507454,0.33453232049942017,is_first_ion,50,0.405011395526924,0.6588514354427298,,,,,"The feature activates on peaks at ~129.10 m/z, particularly y-type ions with higher relative intensity and context of certain modifications."
8140,concept,0.5517806321062844,14,1.0,0.07140643606675477,0.41751277446746826,top_decile_intensity,50,0.383034697503038,0.6231008881760514,,,,,The feature activates on the most intense y-ion peaks with a high relative intensity in spectra with fewer overall peaks.
8241,concept,0.8562202923221462,13,1.0,0.020073464344327652,0.5974022746086121,is_I_ion,50,0.10161796905742922,0.16530681733820848,,,,,"The feature activates on tokens with immonium ion peaks, specifically around m/z 120.08 and 102.05, in the context of nearby similar ion types."
8422,unexplained,0.939878079878607,10,1.0,0.0004249557745121197,0.0033937834668904543,peptide_length_short,50,0.9985596320743253,1.6244047802936397,,,,,"The feature activates on ""noise"" peaks at ~173.1285 m/z found within specific noisy spectral contexts with nearby consistent peaks."
9047,unexplained,0.5327715896857131,16,1.0,0.002766597492470575,0.017921840772032738,mz_low,50,0.9992659762776599,1.6255538242401146,,,,,"The feature activates on low-intensity peaks around m/z 199.18, noted as ""noise"", within a dense cluster of low-m/z peaks, regardless of matching ion series."
9450,concept,0.6875877232725617,17,1.0,0.007030687818460363,0.3631279468536377,is_I_ion,50,0.0007329656051353691,0.001192350255837392,,,,,The feature activates on peaks corresponding to the immonium ion with m/z around 136.0757.
9731,unexplained,0.877706605290712,13,1.0,0.003261890365824762,0.02127186581492424,mz_low,50,0.9997904161674945,1.6264069557273695,,,,,The feature activates on noise peaks around m/z 143.11 flanked by low m/z peaks and few overall spectrum peaks.
9810,concept,0.8068362029325635,16,1.0,0.00962237584883568,0.4084395468235016,is_I_ion,50,0.051667317129917595,0.08404969942199564,,,,,"The feature activates on immonium ions within 101-104 m/z, especially with neighboring immonium peaks in the spectrum."
10120,unexplained,0.301440920461621,15,1.0,0.0016460925467636897,0.010779853910207748,mz_low,50,0.9997085144709356,1.6262737223148307,,,,,The feature activates on peaks near 143.117 m/z with specific local spectral context.
10524,unexplained,0.867860148442497,13,1.0,0.00016648026891052085,0.0010832126718014479,mz_low,49,0.998816087149875,1.6248219680481537,,,,,"The feature activates on peaks with an m/z value around 142.122 regardless of their intensity or rank, often marked as ""noise""."
10944,concept,0.7176918788502455,17,1.0,0.006910723659567553,0.3420473337173462,is_first_ion,50,0.3610490549183837,0.5873357903639643,,,,,"The feature activates on peaks around 147.112 m/z with moderate relative intensity, commonly accompanied by nearby internal peaks."
11003,unexplained,0.7650223182685452,15,1.0,0.0008211722963381377,0.0067909942008554935,spectrum_contains_cam_cys,50,0.9991485166596618,1.6253627470536964,,,,,The feature activates on peaks near m/z 133.04 in a dense low m/z spectral context.
11149,concept,0.7731813661291985,17,1.0,0.012959640089746463,0.5838114619255066,is_I_ion,50,0.0009323007374068002,0.0015166182628161442,,,,,"The feature activates on immonium ions with m/z ~136.075, especially if nearby y-ions are present."
11242,concept,0.13022102572207647,17,1.0,0.3224338384256993,0.33762335777282715,mz_mid,48,0.6172525282234382,1.0041142514559978,,,,,"The feature activates on ""noise"" peaks in dense spectral regions near specific m/z values (446-611) with nearby noise-based overlap."
11300,unexplained,0.8159890766757163,16,1.0,0.003292199907575156,0.021422406658530235,mz_low,50,0.9998315213768452,1.6264738235401863,,,,,"The feature activates on peaks with an m/z around 143.1177 in the presence of nearby immonium and y-ions, marked as noise."
11413,unexplained,0.7260163950144287,15,1.0,0.0004833823789420089,0.003161520464345813,mz_low,49,0.9992763381539383,1.6255706804005472,,,,,"The feature activates on peaks with m/z around 157 in the context of nearby fragments, labeled as noise."
11443,concept,0.6568661179531203,16,1.0,0.048859884958549184,0.3604365885257721,mz_high,50,0.6313902900600111,1.0271128257747648,,,,,"The feature activates on peaks around m/z 1180 to 1190 within dense clusters of noise peaks, emphasizing spectral context over the peak itself."
11705,unexplained,0.8466160406792324,15,1.0,0.0003618479309849068,0.0022309357300400734,mz_low,50,0.9990775495288223,1.6252473014229334,,,,,"The feature activates on peaks with an m/z of approximately 299.06 labeled as ""noise""."
11782,concept,0.109356780970492,13,1.0,0.06253131041585329,0.3384203612804413,mz_low,50,0.7260210405065676,1.18105319994034,,,,,"The feature activates on peaks in the 116-191 m/z range with ""noise"" ion and unique spectral context patterns."
11812,unexplained,0.8061241908335347,14,1.0,0.0008110098595635678,0.006807486526668072,spectrum_contains_cam_cys,50,0.9979566074391272,1.623423811237224,,,,,The feature activates on peaks at approximately 133 m/z with nearby immonium ions.
11907,concept,-0.23296336322256608,16,1.0,0.11830500035590749,0.35992681980133057,mz_low,50,0.5045825894224202,0.820828665593117,,,,,"The feature activates on peaks in the 190-230 m/z range with high relative intensity, often characterized as noise or internal ions, with a focus on peak clustering and mass differences."
11986,concept,0.6583411388023813,13,1.0,0.03872214320162237,0.4278985559940338,top_decile_intensity,50,0.3186779987642302,0.5184087639229694,,,,,"The feature activates on high-intensity y-ions within a spectrum, often in the presence of other y-ion peaks."
12120,unexplained,0.8804935534779099,16,1.0,0.0025032333511027837,0.01636858657002449,mz_low,49,0.9982057071145782,1.6238290336101049,,,,,"The feature activates on peaks with a mass-to-charge ratio around 173.128, regardless of their context."
12257,unexplained,0.9278280105839253,15,1.0,0.003515121698513536,0.022842004895210266,mz_low,50,0.9990570783678571,1.625214000004909,,,,,"The feature activates on ""noise"" peaks at ~199.18 m/z with relevant nearby mass differences."
